theme,model,sample_idx,chunk_idx,n_notes,ctr,scale_match,note_density,pitch_entropy,pitch_range,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap,contour_sim
JustFriends_IV_Part-2,mingus,0,0,30,0.333333,0.433333,3.750000,2.986569,13.000000,0.000000,0.000000,0.000000,0.385197
JustFriends_IV_Part-2,mingus,0,1,27,0.296296,0.703704,3.375000,3.207686,41.000000,0.000000,0.000000,0.000000,0.269456
JustFriends_IV_Part-2,mingus,1,0,16,0.187500,0.250000,2.000000,2.727217,17.000000,0.000000,0.000000,0.000000,0.339560
JustFriends_IV_Part-2,mingus,1,1,14,0.357143,0.714286,1.750000,2.699514,21.000000,0.000000,0.000000,0.000000,0.300308
JustFriends_IV_Part-2,bebopnet,0,0,31,0.322581,0.322581,3.875000,2.619340,13.000000,0.333333,0.280000,0.240000,0.645434
JustFriends_IV_Part-2,bebopnet,0,1,67,0.343284,0.567164,8.375000,3.535031,24.000000,0.016129,0.000000,0.000000,0.342099
JustFriends_IV_Part-2,bebopnet,0,2,130,0.346154,0.600000,16.250000,3.496744,24.000000,0.027027,0.000000,0.000000,0.605632
JustFriends_IV_Part-2,bebopnet,1,0,31,0.322581,0.322581,3.875000,2.619340,13.000000,0.333333,0.280000,0.240000,0.645434
JustFriends_IV_Part-2,bebopnet,1,1,51,0.392157,0.588235,6.375000,3.407720,12.000000,0.021739,0.000000,0.000000,0.450091
JustFriends_IV_Part-2,bebopnet,1,2,157,0.388535,0.630573,19.625000,3.509922,23.000000,0.021583,0.000000,0.000000,0.772656
JustFriends_V,cmt,0,0,13,0.307692,0.538462,1.625000,2.603158,12.000000,0.000000,0.000000,0.000000,0.440036
JustFriends_V,cmt,0,1,21,0.523810,0.952381,2.625000,2.367111,7.000000,0.055556,0.000000,0.000000,0.636141
JustFriends_V,cmt,0,2,13,0.307692,0.615385,1.625000,2.103910,12.000000,0.100000,0.000000,0.000000,0.408062
JustFriends_V,cmt,0,3,20,0.350000,0.950000,2.500000,2.163865,8.000000,0.000000,0.000000,0.000000,0.118525
JustFriends_V,cmt,1,0,2,0.500000,0.500000,0.250000,1.000000,1.000000,,,,
JustFriends_V,cmt,1,1,15,0.466667,1.000000,1.875000,1.962807,10.000000,0.000000,0.000000,0.000000,0.669303
JustFriends_V,cmt,1,2,4,0.500000,0.500000,0.500000,2.000000,7.000000,0.000000,,,0.933257
JustFriends_V,cmt,1,3,24,0.458333,0.958333,3.000000,2.453243,13.000000,0.047619,0.000000,0.000000,0.594820
JustFriends_V,mingus,0,0,30,0.333333,0.433333,3.750000,2.986569,13.000000,0.000000,0.000000,0.000000,0.385197
JustFriends_V,mingus,0,1,27,0.296296,0.703704,3.375000,3.207686,41.000000,0.000000,0.000000,0.000000,0.269456
JustFriends_V,mingus,1,0,16,0.187500,0.250000,2.000000,2.727217,17.000000,0.000000,0.000000,0.000000,0.339560
JustFriends_V,mingus,1,1,14,0.357143,0.714286,1.750000,2.699514,21.000000,0.000000,0.000000,0.000000,0.300308
JustFriends_V,bebopnet,0,0,31,0.322581,0.322581,3.875000,2.619340,13.000000,0.333333,0.280000,0.240000,0.645434
JustFriends_V,bebopnet,0,1,55,0.290909,0.509091,6.875000,3.404646,14.000000,0.020833,0.000000,0.000000,0.327384
JustFriends_V,bebopnet,0,2,137,0.321168,0.569343,17.125000,3.504649,30.000000,0.000000,0.000000,0.000000,0.765309
JustFriends_V,bebopnet,1,0,31,0.322581,0.322581,3.875000,2.619340,13.000000,0.333333,0.280000,0.240000,0.645434
JustFriends_V,bebopnet,1,1,51,0.392157,0.588235,6.375000,3.407720,12.000000,0.021739,0.000000,0.000000,0.450091
JustFriends_V,bebopnet,1,2,157,0.388535,0.630573,19.625000,3.509922,23.000000,0.021583,0.000000,0.000000,0.772656
LikeYoung_III,cmt,0,0,37,0.648649,0.756757,4.625000,2.406135,9.000000,0.032258,0.000000,0.000000,0.203222
LikeYoung_III,cmt,0,1,48,0.479167,0.770833,6.000000,2.961376,14.000000,0.090909,0.022727,0.000000,0.115554
LikeYoung_III,cmt,0,2,38,0.500000,0.842105,4.750000,2.048887,7.000000,0.058824,0.029412,0.000000,0.291174
LikeYoung_III,cmt,0,3,46,0.260870,0.586957,5.750000,2.579172,7.000000,0.000000,0.000000,0.000000,0.133154
LikeYoung_III,cmt,1,0,34,0.558824,0.676471,4.250000,2.570120,7.000000,0.000000,0.000000,0.000000,0.157675
LikeYoung_III,cmt,1,1,40,0.500000,0.600000,5.000000,2.933206,14.000000,0.055556,0.000000,0.000000,0.389783
LikeYoung_III,cmt,1,2,39,0.564103,0.948718,4.875000,1.939084,5.000000,0.066667,0.000000,0.000000,0.293864
LikeYoung_III,cmt,1,3,15,0.066667,0.600000,1.875000,1.272906,9.000000,0.000000,0.000000,0.000000,0.330799
LikeYoung_III,mingus,0,0,42,0.404762,0.642857,5.250000,3.058053,12.000000,0.162162,0.135135,0.108108,0.002409
LikeYoung_III,mingus,0,1,26,0.230769,0.576923,3.250000,3.104903,18.000000,0.000000,0.000000,0.000000,0.199531
LikeYoung_III,mingus,1,0,32,0.281250,0.593750,4.000000,3.252620,25.000000,0.214286,0.178571,0.148148,0.224364
LikeYoung_III,mingus,1,1,25,0.400000,0.480000,3.125000,3.083074,23.000000,0.000000,0.000000,0.000000,0.244115
LikeYoung_III,bebopnet,0,0,113,0.345133,0.601770,14.125000,3.216376,21.000000,0.164835,0.173469,0.186275,0.729828
LikeYoung_III,bebopnet,0,1,128,0.304688,0.570312,16.000000,3.517401,23.000000,0.017094,0.000000,0.000000,0.407262
LikeYoung_III,bebopnet,0,2,143,0.342657,0.566434,17.875000,3.543701,18.000000,0.037594,0.000000,0.000000,0.349771
LikeYoung_III,bebopnet,1,0,100,0.350000,0.590000,12.500000,3.176205,16.000000,0.197368,0.200000,0.215909,0.623072
LikeYoung_III,bebopnet,1,1,116,0.327586,0.594828,14.500000,3.525748,19.000000,0.000000,0.000000,0.000000,0.337048
LikeYoung_III,bebopnet,1,2,157,0.305732,0.496815,19.625000,3.478250,18.000000,0.071429,0.027586,0.006623,0.456949
Lotus Blossom_II,cmt,0,0,34,0.441176,0.470588,4.250000,2.509559,15.000000,0.103448,0.000000,0.000000,0.261474
Lotus Blossom_II,cmt,0,1,38,0.605263,0.921053,4.750000,2.773894,15.000000,0.029412,0.000000,0.000000,0.436786
Lotus Blossom_II,cmt,0,2,39,0.205128,0.564103,4.875000,2.847625,19.000000,0.030303,0.000000,0.000000,0.204775
Lotus Blossom_II,cmt,1,0,21,0.619048,0.714286,2.625000,2.298309,10.000000,0.000000,0.000000,0.000000,0.526122
Lotus Blossom_II,cmt,1,1,22,0.363636,0.863636,2.750000,2.556054,7.000000,0.052632,0.000000,0.000000,-0.081931
Lotus Blossom_II,cmt,1,2,42,0.500000,0.642857,5.250000,2.512060,15.000000,0.058824,0.000000,0.000000,0.286194
Lotus Blossom_II,mingus,0,0,36,0.305556,0.638889,4.500000,3.377444,20.000000,0.060606,0.031250,0.000000,0.286727
Lotus Blossom_II,mingus,0,1,26,0.461538,0.769231,3.250000,3.199688,23.000000,0.000000,0.000000,0.000000,-0.043984
Lotus Blossom_II,mingus,1,0,22,0.318182,0.454545,2.750000,3.208987,29.000000,0.000000,0.000000,0.000000,0.448180
Lotus Blossom_II,mingus,1,1,21,0.380952,0.714286,2.625000,3.096161,21.000000,0.000000,0.000000,0.000000,0.184468
Lotus Blossom_II,bebopnet,0,0,34,0.441176,0.676471,4.250000,3.343810,15.000000,0.193548,0.133333,0.068966,0.138636
Lotus Blossom_II,bebopnet,0,1,112,0.357143,0.607143,14.000000,3.516329,22.000000,0.048544,0.009346,0.000000,0.523170
Lotus Blossom_II,bebopnet,1,0,99,0.282828,0.565657,12.375000,3.474503,22.000000,0.036585,0.010870,0.000000,0.339030
Lotus Blossom_II,bebopnet,1,1,111,0.306306,0.594595,13.875000,3.524874,18.000000,0.029703,0.000000,0.000000,0.369416
MamboInn_III,cmt,0,0,22,0.454545,0.863636,2.750000,2.737872,17.000000,0.000000,0.000000,0.000000,0.172678
MamboInn_III,cmt,0,1,35,0.542857,0.800000,4.375000,1.918937,12.000000,0.000000,0.000000,0.000000,0.298595
MamboInn_III,cmt,0,2,18,0.500000,0.944444,2.250000,2.080501,14.000000,0.000000,0.000000,0.000000,0.489582
MamboInn_III,cmt,1,0,19,0.421053,0.947368,2.375000,2.397335,15.000000,0.125000,0.066667,0.000000,0.509769
MamboInn_III,cmt,1,1,35,0.600000,0.685714,4.375000,2.556939,15.000000,0.000000,0.000000,0.000000,0.350252
MamboInn_III,cmt,1,2,15,0.333333,0.666667,1.875000,2.573557,10.000000,0.000000,0.000000,0.000000,0.288451
MamboInn_III,mingus,0,0,42,0.404762,0.761905,5.250000,3.282099,14.000000,0.000000,0.000000,0.000000,0.297116
MamboInn_III,mingus,0,1,23,0.521739,0.826087,2.875000,2.855539,43.000000,0.000000,0.000000,0.000000,0.564363
MamboInn_III,mingus,1,0,25,0.520000,0.840000,3.125000,2.999080,16.000000,0.000000,0.000000,0.000000,0.169880
MamboInn_III,mingus,1,1,23,0.521739,0.826087,2.875000,2.783735,21.000000,0.000000,0.000000,0.000000,0.295204
MamboInn_III,bebopnet,0,0,114,0.245614,0.578947,14.250000,3.427366,23.000000,0.069307,0.037037,0.027523,0.531382
MamboInn_III,bebopnet,0,1,111,0.369369,0.603604,13.875000,3.467545,26.000000,0.000000,0.000000,0.000000,0.501789
MamboInn_III,bebopnet,1,0,60,0.300000,0.666667,7.500000,3.361188,21.000000,0.127273,0.071429,0.054545,0.378140
MamboInn_III,bebopnet,1,1,105,0.295238,0.609524,13.125000,3.496610,29.000000,0.000000,0.000000,0.000000,0.639066
Mating Call_I,cmt,0,0,29,0.931034,1.000000,3.625000,1.901133,12.000000,0.000000,0.000000,0.000000,0.366176
Mating Call_I,cmt,0,1,30,0.100000,0.333333,3.750000,2.172254,15.000000,0.000000,0.000000,0.000000,0.442827
Mating Call_I,cmt,0,2,33,0.303030,0.303030,4.125000,2.569621,10.000000,0.000000,0.000000,0.000000,0.339566
Mating Call_I,cmt,0,3,40,0.325000,0.425000,5.000000,2.590748,7.000000,0.027027,0.000000,0.000000,0.463530
Mating Call_I,cmt,0,4,30,0.333333,0.800000,3.750000,2.279799,14.000000,0.040000,0.000000,0.000000,0.355364
Mating Call_I,cmt,1,0,11,0.636364,0.818182,1.375000,2.222192,8.000000,0.000000,0.000000,0.000000,0.807717
Mating Call_I,cmt,1,1,25,0.280000,0.440000,3.125000,2.683074,12.000000,0.000000,0.000000,0.000000,0.246187
Mating Call_I,cmt,1,2,14,0.428571,0.500000,1.750000,2.067031,5.000000,0.000000,0.000000,0.000000,0.478627
Mating Call_I,cmt,1,3,26,0.307692,0.423077,3.250000,2.119917,5.000000,0.047619,0.000000,0.000000,0.014433
Mating Call_I,cmt,1,4,10,0.500000,0.600000,1.250000,2.646439,14.000000,0.000000,0.000000,0.000000,0.595917
Mating Call_I,mingus,0,0,33,0.272727,0.575758,4.125000,3.328358,16.000000,0.000000,0.000000,0.000000,0.289771
Mating Call_I,mingus,0,1,19,0.210526,0.315789,2.375000,3.141635,24.000000,0.000000,0.000000,0.000000,0.165420
Mating Call_I,mingus,0,2,31,0.322581,0.548387,3.875000,3.241500,17.000000,0.000000,0.000000,0.000000,0.605515
Mating Call_I,mingus,1,0,21,0.476190,0.809524,2.625000,2.815202,33.000000,0.000000,0.000000,0.000000,0.145765
Mating Call_I,mingus,1,1,21,0.428571,0.571429,2.625000,3.332095,21.000000,0.000000,0.000000,0.000000,0.732754
Mating Call_I,mingus,1,2,32,0.500000,0.750000,4.000000,3.218139,25.000000,0.000000,0.000000,0.000000,0.380960
Mating Call_I,bebopnet,0,0,42,0.214286,0.690476,5.250000,2.984712,11.000000,0.081081,0.052632,0.027027,0.315903
Mating Call_I,bebopnet,0,1,78,0.358974,0.653846,9.750000,3.388107,20.000000,0.000000,0.000000,0.000000,0.536447
Mating Call_I,bebopnet,0,2,142,0.323944,0.563380,17.750000,3.496040,24.000000,0.032258,0.000000,0.000000,0.603955
Mating Call_I,bebopnet,0,3,140,0.342857,0.621429,17.500000,3.497598,17.000000,0.046875,0.000000,0.000000,0.465419
Mating Call_I,bebopnet,1,0,32,0.187500,0.625000,4.000000,3.123778,12.000000,0.178571,0.107143,0.074074,0.551188
Mating Call_I,bebopnet,1,1,112,0.383929,0.633929,14.000000,3.501038,23.000000,0.000000,0.000000,0.000000,0.543584
Mating Call_I,bebopnet,1,2,136,0.301471,0.610294,17.000000,3.386010,19.000000,0.041667,0.007752,0.000000,0.535386
Mating Call_I,bebopnet,1,3,133,0.375940,0.578947,16.625000,3.538291,15.000000,0.026549,0.000000,0.000000,0.493759
MeanOldWorld_III,cmt,0,0,35,0.685714,0.857143,4.375000,2.240157,10.000000,0.000000,0.000000,0.000000,0.171179
MeanOldWorld_III,cmt,0,1,60,0.416667,0.700000,7.500000,3.291459,13.000000,0.000000,0.000000,0.000000,0.297698
MeanOldWorld_III,cmt,1,0,29,0.620690,0.758621,3.625000,2.021607,10.000000,0.000000,0.000000,0.000000,0.237390
MeanOldWorld_III,cmt,1,1,39,0.384615,0.717949,4.875000,3.079934,13.000000,0.147059,0.057143,0.000000,0.037675
MeanOldWorld_III,mingus,0,0,35,0.485714,0.600000,4.375000,3.421442,16.000000,0.000000,0.000000,0.000000,0.273279
MeanOldWorld_III,mingus,1,0,21,0.428571,0.666667,2.625000,3.118275,10.000000,0.000000,0.000000,0.000000,0.408635
MeanOldWorld_III,bebopnet,0,0,49,0.653061,0.816327,6.125000,2.602384,17.000000,0.190476,0.136364,0.090909,0.377775
MeanOldWorld_III,bebopnet,0,1,52,0.326923,0.634615,6.500000,3.431398,13.000000,0.041667,0.000000,0.000000,0.347215
MeanOldWorld_III,bebopnet,1,0,62,0.564516,0.741935,7.750000,2.953205,17.000000,0.145455,0.105263,0.070175,0.377775
MeanOldWorld_III,bebopnet,1,1,162,0.314815,0.592593,20.250000,3.552307,27.000000,0.035461,0.000000,0.000000,0.335361
MelodyForC_III,cmt,0,0,35,0.485714,0.914286,4.375000,2.824396,11.000000,0.062500,0.000000,0.000000,0.096630
MelodyForC_III,cmt,0,1,41,0.560976,0.975610,5.125000,2.620650,16.000000,0.083333,0.027027,0.000000,0.243858
MelodyForC_III,cmt,0,2,43,0.604651,0.906977,5.375000,2.742778,15.000000,0.052632,0.000000,0.000000,0.073349
MelodyForC_III,cmt,1,0,25,0.560000,0.880000,3.125000,2.662825,15.000000,0.050000,0.000000,0.000000,0.531611
MelodyForC_III,cmt,1,1,28,0.464286,0.785714,3.500000,2.881778,14.000000,0.208333,0.083333,0.043478,0.343336
MelodyForC_III,cmt,1,2,37,0.351351,0.756757,4.625000,2.786440,9.000000,0.000000,0.000000,0.000000,0.180237
MelodyForC_III,mingus,0,0,41,0.390244,0.804878,5.125000,3.169192,18.000000,0.055556,0.000000,0.000000,0.025395
MelodyForC_III,mingus,0,1,23,0.391304,0.739130,2.875000,2.942496,12.000000,0.050000,0.000000,0.000000,0.366170
MelodyForC_III,mingus,1,0,24,0.541667,0.916667,3.000000,2.756867,25.000000,0.047619,0.000000,0.000000,0.607528
MelodyForC_III,mingus,1,1,20,0.300000,0.600000,2.500000,2.921928,10.000000,0.000000,0.000000,0.000000,0.595896
MelodyForC_III,bebopnet,0,0,52,0.423077,0.711538,6.500000,3.058935,14.000000,0.159091,0.127660,0.106383,0.314559
MelodyForC_III,bebopnet,0,1,62,0.209677,0.532258,7.750000,3.171084,20.000000,0.000000,0.000000,0.000000,0.326192
MelodyForC_III,bebopnet,1,0,69,0.434783,0.652174,8.625000,3.388179,24.000000,0.126984,0.092308,0.078125,0.316065
MelodyForC_III,bebopnet,1,1,146,0.417808,0.650685,18.250000,3.490746,24.000000,0.038760,0.014286,0.007092,0.498439
Midnight Blue_I,cmt,0,0,29,0.620690,0.827586,3.625000,2.304262,12.000000,0.047619,0.000000,0.000000,0.424961
Midnight Blue_I,cmt,0,1,44,0.431818,0.704545,5.500000,2.696957,11.000000,0.076923,0.000000,0.000000,0.160012
Midnight Blue_I,cmt,1,0,30,0.566667,0.733333,3.750000,2.624549,10.000000,0.000000,0.000000,0.000000,0.229337
Midnight Blue_I,cmt,1,1,27,0.333333,0.555556,3.375000,3.231946,13.000000,0.083333,0.000000,0.000000,0.327427
Midnight Blue_I,mingus,0,0,46,0.391304,0.608696,5.750000,2.995219,22.000000,0.131579,0.050000,0.000000,0.322306
Midnight Blue_I,mingus,1,0,42,0.428571,0.690476,5.250000,2.985327,33.000000,0.081081,0.054054,0.000000,0.143913
Midnight Blue_I,bebopnet,0,0,74,0.418919,0.675676,9.250000,3.369438,28.000000,0.000000,0.000000,0.000000,0.263310
Midnight Blue_I,bebopnet,1,0,133,0.353383,0.593985,16.625000,3.529579,28.000000,0.051282,0.000000,0.000000,0.526618
Montara_II,cmt,0,0,22,0.227273,0.954545,2.750000,2.425119,12.000000,0.000000,0.000000,0.000000,0.402770
Montara_II,cmt,0,1,22,0.363636,1.000000,2.750000,2.094018,12.000000,0.000000,0.000000,0.000000,0.308168
Montara_II,cmt,1,0,16,0.312500,0.937500,2.000000,2.021782,5.000000,0.076923,0.000000,0.000000,0.456234
Montara_II,cmt,1,1,16,0.375000,1.000000,2.000000,1.954434,5.000000,0.076923,0.000000,0.000000,0.378950
Montara_II,mingus,0,0,41,0.268293,0.560976,5.125000,3.283514,14.000000,0.000000,0.000000,0.000000,0.381542
Montara_II,mingus,1,0,31,0.451613,0.677419,3.875000,3.081967,21.000000,0.035714,0.000000,0.000000,0.408841
Montara_II,bebopnet,0,0,51,0.294118,0.568627,6.375000,3.495257,19.000000,0.000000,0.000000,0.000000,0.409486
Montara_II,bebopnet,1,0,114,0.350877,0.666667,14.250000,3.492126,31.000000,0.021978,0.000000,0.000000,0.408091
MrClean_IV_Part-1,cmt,0,0,50,0.640000,0.740000,6.250000,2.650099,10.000000,0.023256,0.000000,0.000000,0.166113
MrClean_IV_Part-1,cmt,0,1,30,0.733333,0.900000,3.750000,2.046439,10.000000,0.166667,0.000000,0.000000,0.425246
MrClean_IV_Part-1,cmt,1,0,33,0.606061,0.787879,4.125000,2.643633,15.000000,0.111111,0.000000,0.000000,0.184253
MrClean_IV_Part-1,cmt,1,1,17,0.529412,0.705882,2.125000,2.087463,9.000000,0.071429,0.000000,0.000000,0.418919
MrClean_IV_Part-1,mingus,0,0,37,0.432432,0.648649,4.625000,3.246502,16.000000,0.031250,0.000000,0.000000,0.293393
MrClean_IV_Part-1,mingus,1,0,30,0.500000,0.733333,3.750000,3.349255,21.000000,0.000000,0.000000,0.000000,0.209397
MrClean_IV_Part-1,bebopnet,0,0,67,0.283582,0.492537,8.375000,3.463436,20.000000,0.016129,0.000000,0.000000,0.479620
MrClean_IV_Part-1,bebopnet,1,0,91,0.318681,0.560440,11.375000,3.491918,14.000000,0.051282,0.011905,0.000000,0.468163
MrClean_IV_Part-2,cmt,0,0,50,0.640000,0.740000,6.250000,2.650099,10.000000,0.069767,0.022727,0.000000,0.218992
MrClean_IV_Part-2,cmt,0,1,30,0.733333,0.900000,3.750000,2.046439,10.000000,0.166667,0.000000,0.000000,0.425246
MrClean_IV_Part-2,cmt,1,0,33,0.636364,0.787879,4.125000,2.386535,14.000000,0.111111,0.000000,0.000000,0.365803
MrClean_IV_Part-2,cmt,1,1,17,0.529412,0.705882,2.125000,2.087463,9.000000,0.071429,0.000000,0.000000,0.418919
MrClean_IV_Part-2,mingus,0,0,37,0.432432,0.648649,4.625000,3.246502,16.000000,0.000000,0.000000,0.000000,0.189732
MrClean_IV_Part-2,mingus,1,0,30,0.500000,0.733333,3.750000,3.349255,21.000000,0.000000,0.000000,0.000000,0.209397
MrClean_IV_Part-2,bebopnet,0,0,83,0.373494,0.602410,10.375000,3.508051,19.000000,0.080000,0.012658,0.000000,0.359611
MrClean_IV_Part-2,bebopnet,1,0,91,0.318681,0.560440,11.375000,3.491918,14.000000,0.038462,0.000000,0.000000,0.445437
MrClean_V,cmt,0,0,50,0.640000,0.740000,6.250000,2.650099,10.000000,0.069767,0.022727,0.000000,0.218992
MrClean_V,cmt,0,1,30,0.733333,0.900000,3.750000,2.046439,10.000000,0.166667,0.000000,0.000000,0.425246
MrClean_V,cmt,1,0,33,0.636364,0.787879,4.125000,2.386535,14.000000,0.111111,0.000000,0.000000,0.365803
MrClean_V,cmt,1,1,17,0.529412,0.705882,2.125000,2.087463,9.000000,0.071429,0.000000,0.000000,0.418919
MrClean_V,mingus,0,0,37,0.432432,0.648649,4.625000,3.246502,16.000000,0.000000,0.000000,0.000000,0.189732
MrClean_V,mingus,1,0,30,0.500000,0.733333,3.750000,3.349255,21.000000,0.000000,0.000000,0.000000,0.209397
MrClean_V,bebopnet,0,0,83,0.373494,0.602410,10.375000,3.508051,19.000000,0.080000,0.012658,0.000000,0.359611
MrClean_V,bebopnet,1,0,91,0.318681,0.560440,11.375000,3.491918,14.000000,0.038462,0.000000,0.000000,0.445437
Mustang_IV_Part-2,cmt,0,0,41,0.780488,0.975610,5.125000,2.365185,12.000000,0.052632,0.000000,0.000000,0.358934
Mustang_IV_Part-2,cmt,0,1,27,0.407407,0.592593,3.375000,2.446047,10.000000,0.000000,0.000000,0.000000,0.201365
Mustang_IV_Part-2,cmt,0,2,29,0.655172,0.827586,3.625000,2.386688,11.000000,0.000000,0.000000,0.000000,0.050086
Mustang_IV_Part-2,cmt,0,3,38,0.552632,0.684211,4.750000,1.984906,5.000000,0.000000,0.000000,0.000000,0.177508
Mustang_IV_Part-2,cmt,0,4,27,0.370370,0.777778,3.375000,2.145796,5.000000,0.000000,0.000000,0.000000,0.363255
Mustang_IV_Part-2,cmt,0,5,38,0.657895,0.842105,4.750000,2.161759,5.000000,0.030303,0.000000,0.000000,0.279883
Mustang_IV_Part-2,cmt,1,0,19,0.368421,0.789474,2.375000,2.549787,11.000000,0.000000,0.000000,0.000000,0.296945
Mustang_IV_Part-2,cmt,1,1,17,0.235294,0.647059,2.125000,2.307189,19.000000,0.000000,0.000000,0.000000,0.351112
Mustang_IV_Part-2,cmt,1,2,19,0.736842,1.000000,2.375000,1.924824,15.000000,0.000000,0.000000,0.000000,0.573310
Mustang_IV_Part-2,cmt,1,3,25,0.720000,0.840000,3.125000,1.483990,4.000000,0.000000,0.000000,0.000000,0.470054
Mustang_IV_Part-2,cmt,1,4,34,0.411765,0.911765,4.250000,2.108724,6.000000,0.000000,0.000000,0.000000,0.171428
Mustang_IV_Part-2,cmt,1,5,21,0.761905,0.857143,2.625000,2.012595,5.000000,0.000000,0.000000,0.000000,0.545051
Mustang_IV_Part-2,mingus,0,0,36,0.444444,0.638889,4.500000,3.189808,20.000000,0.000000,0.000000,0.000000,0.148145
Mustang_IV_Part-2,mingus,0,1,23,0.478261,0.739130,2.875000,2.926646,17.000000,0.000000,0.000000,0.000000,0.365304
Mustang_IV_Part-2,mingus,0,2,25,0.280000,0.720000,3.125000,2.888884,22.000000,0.000000,0.000000,0.000000,0.506950
Mustang_IV_Part-2,mingus,0,3,24,0.458333,0.791667,3.000000,3.204987,27.000000,0.000000,0.000000,0.000000,0.227298
Mustang_IV_Part-2,mingus,1,0,25,0.480000,0.880000,3.125000,2.854694,33.000000,0.000000,0.000000,0.000000,0.339909
Mustang_IV_Part-2,mingus,1,1,23,0.434783,0.608696,2.875000,2.979659,11.000000,0.000000,0.000000,0.000000,0.463647
Mustang_IV_Part-2,mingus,1,2,35,0.371429,0.771429,4.375000,3.112044,10.000000,0.000000,0.000000,0.000000,0.365361
Mustang_IV_Part-2,mingus,1,3,25,0.280000,0.600000,3.125000,3.433270,12.000000,0.045455,0.000000,0.000000,0.255786
Mustang_IV_Part-2,bebopnet,0,0,41,0.634146,0.951220,5.125000,2.713171,14.000000,0.000000,0.000000,0.000000,0.301689
Mustang_IV_Part-2,bebopnet,0,1,80,0.275000,0.600000,10.000000,3.244119,13.000000,0.027027,0.000000,0.000000,0.492335
Mustang_IV_Part-2,bebopnet,0,2,159,0.314465,0.553459,19.875000,3.438785,25.000000,0.022556,0.000000,0.000000,0.478991
Mustang_IV_Part-2,bebopnet,0,3,151,0.337748,0.629139,18.875000,3.409198,14.000000,0.007299,0.000000,0.000000,0.454457
Mustang_IV_Part-2,bebopnet,0,4,157,0.375796,0.541401,19.625000,3.151064,13.000000,0.007463,0.000000,0.000000,0.352103
Mustang_IV_Part-2,bebopnet,1,0,41,0.634146,0.951220,5.125000,2.713171,14.000000,0.000000,0.000000,0.000000,0.301689
Mustang_IV_Part-2,bebopnet,1,1,116,0.318966,0.646552,14.500000,3.503718,25.000000,0.050000,0.000000,0.000000,0.625673
Mustang_IV_Part-2,bebopnet,1,2,146,0.335616,0.630137,18.250000,3.487680,17.000000,0.007463,0.000000,0.000000,0.444677
Mustang_IV_Part-2,bebopnet,1,3,169,0.331361,0.603550,21.125000,3.536163,21.000000,0.047945,0.006135,0.000000,0.479040
Mustang_IV_Part-2,bebopnet,1,4,149,0.335570,0.597315,18.625000,3.345092,16.000000,0.023622,0.000000,0.000000,0.445275
Mustang_V,cmt,0,0,41,0.780488,0.975610,5.125000,2.365185,12.000000,0.052632,0.000000,0.000000,0.358934
Mustang_V,cmt,0,1,27,0.407407,0.592593,3.375000,2.446047,10.000000,0.000000,0.000000,0.000000,0.201365
Mustang_V,cmt,0,2,29,0.655172,0.827586,3.625000,2.386688,11.000000,0.000000,0.000000,0.000000,0.050086
Mustang_V,cmt,0,3,38,0.552632,0.684211,4.750000,1.984906,5.000000,0.000000,0.000000,0.000000,0.177508
Mustang_V,cmt,0,4,27,0.370370,0.777778,3.375000,2.145796,5.000000,0.000000,0.000000,0.000000,0.363255
Mustang_V,cmt,0,5,38,0.657895,0.842105,4.750000,2.161759,5.000000,0.030303,0.000000,0.000000,0.279883
Mustang_V,cmt,1,0,19,0.368421,0.789474,2.375000,2.549787,11.000000,0.000000,0.000000,0.000000,0.296945
Mustang_V,cmt,1,1,17,0.235294,0.647059,2.125000,2.307189,19.000000,0.000000,0.000000,0.000000,0.351112
Mustang_V,cmt,1,2,19,0.736842,1.000000,2.375000,1.924824,15.000000,0.000000,0.000000,0.000000,0.573310
Mustang_V,cmt,1,3,25,0.720000,0.840000,3.125000,1.483990,4.000000,0.000000,0.000000,0.000000,0.470054
Mustang_V,cmt,1,4,34,0.411765,0.911765,4.250000,2.108724,6.000000,0.000000,0.000000,0.000000,0.171428
Mustang_V,cmt,1,5,21,0.761905,0.857143,2.625000,2.012595,5.000000,0.000000,0.000000,0.000000,0.545051
Mustang_V,mingus,0,0,36,0.444444,0.638889,4.500000,3.189808,20.000000,0.000000,0.000000,0.000000,0.148145
Mustang_V,mingus,0,1,23,0.478261,0.739130,2.875000,2.926646,17.000000,0.000000,0.000000,0.000000,0.365304
Mustang_V,mingus,0,2,25,0.280000,0.720000,3.125000,2.888884,22.000000,0.000000,0.000000,0.000000,0.506950
Mustang_V,mingus,0,3,24,0.458333,0.791667,3.000000,3.204987,27.000000,0.000000,0.000000,0.000000,0.227298
Mustang_V,mingus,1,0,25,0.480000,0.880000,3.125000,2.854694,33.000000,0.000000,0.000000,0.000000,0.339909
Mustang_V,mingus,1,1,23,0.434783,0.608696,2.875000,2.979659,11.000000,0.000000,0.000000,0.000000,0.463647
Mustang_V,mingus,1,2,35,0.371429,0.771429,4.375000,3.112044,10.000000,0.000000,0.000000,0.000000,0.365361
Mustang_V,mingus,1,3,25,0.280000,0.600000,3.125000,3.433270,12.000000,0.045455,0.000000,0.000000,0.255786
Mustang_V,bebopnet,0,0,41,0.634146,0.951220,5.125000,2.713171,14.000000,0.000000,0.000000,0.000000,0.301689
